content,poster,follower,post_time,title
            ,偶_吧,0,,直接举报到人“卖吧”的，大家帮忙看看这个
            祝愿百度高层人员家人身体健康，偿命百岁,痴汉挤公交,0,,图吧基佬前来慰问！
            只有那些没有营养的脑残贴子和卖药的贴子会被保留。,爱久JL,0,,其它吧也没好到哪儿去，牛皮癣吧发有用的贴子被秒删
            ,屠龙晕,0,,卖一个疾病吧就得一种病！
            ,ttklytx,0,,你为什么不把百度云吧卖掉
            ,stplljie,2,,血馒头好吃么
            看到置顶说贴吧被拿回来了，由衷的高兴。,free,6,,真好，这里将会重新恢复秩序
            度娘真的把原来的吧，务都解，封了？还是只是解几个做做样子？,linzd13,9,,我就想问问现在的吧主才2级，正常吗？
            曾经的受害者路过,时光模糊了过往,0,,这个吧是回来可是还有千千万万的吧有同样的遭遇！！！！！！
            无耻,蓝涩天空LOVE,2,,无耻
            ,小白白1不白,2,,百度迟早要完
            一个好的项目需要80%商业和20%公益,如意飞,19,,【顶】一个好的项目需要80%商业和20%公益
            我觉得蚂蚁菜被买了 我希望看到山东老八路,抵制荷兰猪,10,,百度声明不卖吧 但是没有说不卖吧主
            中新网1月12日电 针对“百度出卖血友病吧”一事，今日，百度对外发布公告称，百度贴吧所有病种类吧全面停止商业合作，只对权威公益组织开放。,乐天欧巴,10,,百度回应“出卖血友病吧”：疾病吧全面停止商业合作
            ,染血的小黑兔,2,,我问小度“对于百度卖贴吧的事件怎么看！”
            我们力量太弱了,天使有洁癖,1,,高血压吧和糖尿病吧除非帝吧出动了
            ,哈哈哈哈啊38,0,,看看，这就是这个吧的吧主
            其他人提供的治疗方案，请忽略！,★骞之媛舞★,0,,看到新闻，作为一个医学工作者，建议大到正规医院听从专业医生的治
            百度为了几十万丧尽天良,贵or贫,0,,我来看看是什么情况
"            如题,百度你真不是玩意！",sybex1,0,,我就试试能不能发帖！ 骗子走没走？
            确实别骂了，骂了也没用，直接罚款吧,妹传裤子,2,,确实别骂了，骂了也没用，直接罚款吧#(呵呵)
            这是真的么,Neuralˉ,0,,听说百度买贴吧给无良商家？
            也是从新闻中看到，不过现在已经达到目的，还是庆幸点吧,上海诚慎堂,0,,没有想到
            我要解禁,Adghfhhf,3,,大号被封了
            李彦宏全家血友病,裴在妳身邊,0,,李彦宏全家血友病
            ,王钧策,1,,恭喜
            。。。。。。。。,大润发一定发,0,,我来只是围观一下。。
            别用百度,错le还错,0,,大家直接建个血友qq群
            始终有居心叵测的人。反正记住一句话，网上的东西不要信就对了。不管你觉得对方多权威 多亲民 多正式。,喷气式直升机,0,,自己去想把，
            有没病友了解,别别再伤害我,0,,血友病关节镜在哪做比较好
            做企业还是要有良心,liudingfa,1,,做企业，还是要有良心
            置顶广告，吧主吧务还发帖打广告，大家去顶一下吧,皮卡丘的笔,13,,6万多人的高血压吧没了
            不是看了新闻还不知道贴吧里有血有吧呢！特地来支持！希望所有血友病的病友不要自暴自弃！要有乐观的心态对待,smile漂一流,0,,恭喜回归血有吧
            本人心内科医生，看到高血压贴吧这么一副鸟样子，我不想以后遇到的病人以百度贴吧为由拒绝我的治疗！而我还要花了十分钟半小时的时间去给他们普及高血压的知识！,圆月手术刀,0,,还在码字准备好好写点关于高血压科普的内容，怎么就被封了！
            2016年1月12日，百度公司正式对外宣布，百度贴吧所有病种类吧全面停止商业合作，只对权威公益组织开放。凭借权威公益组织在相关病种领域的专业积 累，百度贴吧将为广大吧友提供更优质的内容服务。此前一天，专注血友病防治的NGO组织“血友之家”已经接受百度贴吧的邀请，成为血友病吧的新吧主，其将 与7000多名血友病吧友一起共同运营管理。“血友之家”也成为首家参与病种类贴吧运营的公益机构。,super1991君,65,,百度：病种类贴吧全面停止商业合作 只对权威公益组织开放
            南无阿弥陀佛,务檀,1,,带来我的祝福！祝福你们早日康复！
            白癜风吧，依然在水深火热当中，希望大家帮助,静草欣欣,8,,求助吧友们！
            在下在新浪网看到血友病吧被卖，非常气愤，特来了解情况。,xiazhou007,0,,【超清影院吧】支持血友病吧
            本人IT民工一名，可以提供一切力所能力的支持,imlong338,41,,鉴于卖吧事件，如果要自建论坛，我可以无偿提供技术支持和服务器
            ,1996果树,8,,为了kpi百度高层什么事都干得出来
            ,天意星空,1,,贴吧老司机来凑下热闹
            如题。本人非病友，只是建议。既然都解决了，不要在这过多打扰了。大家有怨气可以去别的地方讨论。,476228825,12,,”卖吧事件“大家不要再开新帖了，免得妨碍病友交流
            我觉得吧我这帖子应该要被删的，但我还是要说百度太黑了。迟早要玩完！,鱼鱼鱼vvvv,4,,据说你们血友病吧被卖了我是来瞧瞧的
            这次事件，我们血友病吧最后胜利，作为吧务组成员，我感到很高兴，我们想要的实现了。,witty1234560,38,,【吧务公告】转自刘哥，我也觉得事情还没完
            铁三角吧本来是个耳机吧，却被卖给了个卖假表的，简直不能忍,Tonytrek,10,,求助
            但是，他们一直在开着，和在贴吧微博知乎空间扩散。,jfce,0,,因为吧主吧务忙碌了几天都在休息，所以大批被禁言的吧友还不能说话
            ,顾红运,0,,只是一个跳板、
            高血压吧已被“格美中医”收买，,来侃人的,63,,请积极举报高血压吧和广州格美营养健康咨询有限公司
            火柴er分享到火柴上的一些文章：,SinWaT,8,,【火柴观光团】到此一游
            地区吧不是才商业化吗,曹州侠客,5,,听说这个吧也被商业化了
            百度作为中国网络搜索的老大，已经拥有极大的网络权力，但权力是一把双刃剑，用得好能强身健体，用不好反伤自身。任何互联网企业的权力，说到底都是网民赋予的，网友愿意选择你这个平台，是因为你的公正客观，在于你的创新服务能力。但如果百度在价值观上出现偏颇，被财富和权力冲昏头脑，只管收钱，不管贴吧信息的真假，不管消费爱着上当受骗，为诈骗网站提供生存空间，那么，此前积累的公信力和市场地位，必将为广大网民所抛弃。,绿眉小小侠,2,,百度发黑心财，李彦宏无耻！
            百度太黑了。居然如此。,右时右逝,2,,[加油]恭喜，见到百度如此黑，必须投诉
            祝各位早日恢复健康，,北漂念家,46,,图钉发来贺电
            战舰少女台服吧 天后号驱逐舰发来核电。但是这只是反攻开始后的第一次胜利，百度依旧猖狂，许多被卖的贴吧也依旧没有回归，所以不能骄傲，对手非常强大，革命尚未成功。,天后号驱逐舰,6,,恭喜回归
            骗子们都跑了？抓住继续曝光,bh100a,0,,让骗子们无处藏
            吧友发来贺电！,张绍by,4,,加油！
            ,马库斯甘宁斯,0,,虎扑观光团到此一游
            加油！祝福你们！,卖女吖的小火柴,5,,路过，看新闻进来的！广州日报！
            ,love菲的鱼,0,,在高血压吧被封了的来报个道呗
            恭喜吧友们的胜利，百度算你反应快，不然卸载！,半醒的浣熊,1,,恭喜吧友们的胜利，百度算你反应
            很是敬佩蚂蚁菜和山东老八路两位吧主！你们大家通过自己的努力守住了自己的净土，不让骗子横行。,坷垃头儿,1,,微博观光团过来恭喜大家！
            ,不说之看啊,0,,拳皇97吧前来围观
            百度赚黑心钱绝对不能宽恕！奈何很多时候人微言轻，无可奈何，就该像吧主和吧务学习，狠狠曝光这些奸商，这回够度娘喝一壶的了,小小清清草,1,,吧主和吧务好样的！
            百度真缺德，联合骗子医托坑患者钱,ID丢了很久,2,,百度真缺德，联合骗子医托坑患者
            当血友病吧刚刚被卖的时候，,nearchem,4,,HIV吧前来发贺电：感谢血友病吧保护了我们所有疾病贴吧同伴们。
            李彦宏：你们这帮小兔崽子断老子财路，这次有证据就算了，下次拿不出证据我TM弄死你们。,透明咖啡丹儿,8,,李彦宏：你们这帮小兔崽子断老子财路
            贴吧总算从那群见钱眼开的黑商手里夺了回来。不过黑商狗改不了吃屎，以后不知道又会起什么波折了。,荒天谬,0,,恭喜恭喜
            到此一游,众里寻你千百D,108,,知乎观光团
            我吧吧友全程关注并声讨了卖吧行为，在此对贴吧回归吧友表示祝贺！,江藤纪之介,8,,三体吧恭贺本吧控制权回归各位吧友！
            哪里有压迫，哪里就有反抗,悔緣,3,,恭喜
            ,堕落の绯红战神,0,,恭喜贴吧拿回来
            祝那些丧心病狂的骗子和狼狈为奸的百度不得好死，断子绝孙死无葬身之地！！！,别离的预感灬,0,,骗子都该死！！！
            吧主眼瞎啊,操着一口普通话,2,,我是权利支持血友病吧的为何封我号！？
            ,莫要扯低调,9,,血友病吧不是个例，百度什么时候能尊重用户体验度，让谷歌啪啪？
            RTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRTRT,云绕东坡1,1,,知乎观光团到此一游
            我是东光吧的！前来祝福，一定要守住！我们东光吧也是被商业化了，被一个想当吧主很久的人收购，此人也绝对属于地痞流氓类，现在那个吧只要是给钱，什么也让卖～广告之类的！不给钱发个广告直接黑名单！以前的老吧务换下来还不算，直接黑名单和封印！老吧友说一句公平话也是拉黑！以前的贴吧公益团队被一个道貌岸然一伙的团队给排斥走了～以前暖伞协会听都没听过！我看什么运作贴吧的那家伙离黄不远了～恭喜此吧回归！泊头吧应该是运作失败了！下一个是东光吧！,奇门遁甲柒辛,9,,前来道贺回归，这是好的开始，但并没有结束
            这是全体病友的福利，江西人民发来贺电,guosifeng1,0,,恭喜血友病吧回归正常
            齐齐哈尔人民发来贺电，在听收音机的时候听到了此吧发生的事情。,谁知→我心,0,,恭喜吧主们！
            看看,囧面超人0rz,0,,刚听广播里新闻。。。
            高血压吧已经被骗子入驻（发帖秒删且直接禁言），百度主吧也已经只有会员发言权限，百度真是大公司做派,keep谦,2,,高血压吧
            在微博中看到贵吧的新闻，尽绵薄之力转发微博，虽没起到多大作用，但是良心上至少过得去了。喜闻贵吧重新回到人民手中，可喜可贺，殊不知，这只是斗争的开始，要想获得最终的稳定，还是自己重新开一个社区来的实在。祝与病魔斗争的人们早日康复。,雨水菲菲,8,,恭贺贵吧回到人民手中。
            百度这么补药碧莲，还是早走早托生啊,442686278,11,,众筹建一个不会被卖掉的社区
            那里说中医能治高血压，我就问了，中医连原发性继发性高血压都分不清，能治高血压？真逗。,操着一口普通话,0,,高血压吧特么搞笑
            ,错愕渲染_,0,,造孽 。。
            前方道路通畅 随时可以开车,sky大神有胸肌,0,,开车啊 还等什么
            拒绝商业化！祝福各位吧友！,鬼隐神隐,3,,钓鱼吧，单反吧，吧友支持你们！
            。,2Ljj只有2cm,0,,怎么没人开车
            祝贺血友病吧友们把血友吧夺回来了,醉丶天涯行,0,,祝贺
            百度贴吧被指花钱能承包：“血友病吧”疑似被卖,吾爱苍生,1,,看来已经恢复太平了，路遇不平一声吼~
            看到新闻，气愤不已。如此不负责任，唯利是图，百度还有良心可言吗,圣人·仙,1,,为莆田系做推广已经够无耻的了，现在医疗类贴吧又被卖，良心何在
            ,z376527778,1,,当你还在这里BB的时候，你没有发现贴吧其实整个都商业化了
            谁可以买到印度革烈卫？急需。,zhiyon祈祷,1,,谁可以买到印度革烈卫？急需。
            ,PS吧安全卫士丶,0,,本人代表PS吧吧务组恭喜血友病吧回归
            希望能看到精品贴子，,李研闯天涯,0,,表示关注，.
            建议及时对资源进行备份和迁移，比如迁移到丁香园,ldwtill,0,,一些建议
            百度死妈笑哈哈,吧里都是GOU,1,,百度你这算诈骗合作方吗？
            刚刚看报纸看到的,裸衣战貂婵,1,,咋回事？
            什么鸡巴血友病专家，专家你妈比，这种绝种钱百度也能赚，李彦宏这是要绝后啊。本来是不关注这个的，但是今天看到新闻果断水一贴。去你马勒戈壁的贴吧管理者。,UZ5211314,5,,恭喜老八路蚂蚁菜，继续出任吧主。
            恭贺老吧主回归！！1,不打飞机不行,1,,风暴英雄吧前来围观
            正义总算是看到些曙光,H_Company,0,,知乎观光团发来贺电
            恭祝血友病成功收复恭祝血友病成功收复恭祝血友病成功收复恭祝血友病成功收复恭祝血友病成功收复恭友病成功收复恭祝血友病成功收复     干掉百度垃圾竞价推广,银杏叶carolina,0,,恭祝血友病成功收复   干掉百度垃圾竞价推广
            百度：病种类贴吧全面停止商业合作 只对权威公益组织开放,木易四月,9,,今天刚看的，昨天过来支援时发现被禁言
            就看看百度要不要我的吧，卖了算了，太黑了，不想混了，，，,韩啸__,0,,我是糖果传奇攻略吧的吧主
            看到新闻特意来关心下，你们还好吗？我知道我只是个普通的平民，既不能为你们提供钱，也不能给你们提供技术，但我希望你们知道，你们不是一个人在战斗，还有千千万万的像我一样的人作为你们的后盾，绝不会向他们屈服的！,kiritolin,0,,看到新闻特意来关心下，你们还好吗？
            贴满医疗广告还有什么可信度和吸引力，百度的地盘人说了算，散了,elong130288,1,,不做公益也就罢了，抱团取暖的病友吧也用来卖钱！
            今天就看到血友病吧夺回来了,卡尔大公bio,0,,昨天在知乎看到蚂蚁菜的回复
            ,无死不能言生,0,,画圈圈诅咒他早点死掉
            在头条新闻看到关注这个吧被卖，甚至还被放家广告的事后，就过来看看。这样的事情其实之前就见过了，只不过最后都得不到一个合理的处理………………走之前祝吧里的朋友健健康康，不会因疾病而失去希望……,随风志志,1,,看了新闻急忙赶过来的
            我本来是想来爆吧。看到拿回来了。我在这恭喜了,very丶马小马,0,,恭喜！
            希望大家健健康康平平安安,yvonne999c,0,,恭喜血吧回归，愿本吧人数越来越少
            同疾病吧，有些话不明说,乀刘超,0,,肾病综合症吧发来贺电
            ,蜗牛的悲哀0319,1,,我也可以发帖了
            霹雳吧来向你们恭喜了,道门第四圣,0,,贺喜贺喜
            跟他结婚3年多了 女儿刚好3岁  在他农村奶奶还有我爸妈的逼迫了 非的要我们生个儿子  今年真的怀上了  5个多月的时候去检查 找的熟人  一问又是女孩  我爸爸妈妈那个非常不满意啊    逼我打了再怀  他爷爷奶奶都没来看过我了  （以前经常来看我的）,落幕De丶童话,114,,血友病的生活关于孩子。。。
            ,go专业汽修,5,,上海人民发来贺电！！！
            我也是看了新闻过来的，恭喜蚂蚁菜重新管理贴吧，也希望所有人早日康复，生活幸福，阖家欢乐！,huanvis,0,,我也是看了新闻过来的，恭喜蚂蚁
            热烈祝贺！！人民的胜利！！！！,yshhappybd,0,,热烈祝贺！！人民的胜利！！！！
            ,她告诉我521,0,,祝贺。各位又回来了。
            知乎网友发来贺电。,OAngs,20,,特来祝贺本吧阶段性胜利！
            告诉百度 一句话  不作死就不会死,月亮198,0,,【吧友声援】  祝血吧 吧友身体健康 事事如意！
            ,平舆好男人,0,,贺电！回来就好！
            首先祝贺，再者祝愿患病吧友早日康复。,BBBB7799,0,,刚看到新闻，祝贺夺回贴吧。
            我本来还想在一个贴吧申请吧主的，现在想想算了吧，指不定什么时候被买了。,弟X兄,0,,看了新闻过来的，看着这事就来气！
            我是来看骗纸是怎么当上吧主的,隆尧VIP,21,,百度贴吧 因兴趣而生，因利益而亡
            让回来的吧主八五发篇贴子证实下吧，不然恐防有诈,Y立love,0,,都小心点，看吧主吧务们！
            打倒奸商，打倒骗子,全民管家,0,,山东人前来支持
            ,站直别趴下hzy,3,,刚听了中国之声的新闻，过来挺一个
            责任 廉耻 全被卖了，已经没有什么可信的了,绿帽子魏军敏,15,,一个终所周知的骗子，花钱就能买吧主，世道沦丧
            恭喜夺回本吧，祝福各位病人能够身体健康，严重鄙视百度公司,wokao_qiming,0,,特来恭喜
            ,悦耕,0,,恭喜贵吧赶走商业化！
            那个吧已经完全被广告占领了，去爆吧吧。。。顺便问下还有什么吧被卖了？,我要74110,4,,大家去高血压吧看看吧
            虽然没关注此吧，也没任何亲人患病，我是看到SD贴吧基佬传播而来的，这次风波让我从患者的角度了解了血友病，再一次了解了健康的珍贵，恭喜血吧诸位合力击退了骗子，让大家看到就算在这个功利的社会，钱也不是万能，人也不是只会自扫门前雪的，一度让人觉得无力的良知也是一把刺穿黑暗的利剑！,地缚神MK_II,1,,SD敢达吧基佬对这次风波的感慨
            ,操一口普通话,2,,听说本吧被卖了？
            这感觉还真像 爱情不是你想买想买就能买,zhuoer70,1,,吓死弟弟了
            ,天国YY兔,4,,我们可以转吧啊
            节哀,笨蛋小小9,2,,听说贴吧被卖了，，，
            为了钱，把骗子的广告直接插到血友病吧，不作死行不？,山东老八路,33,,百度、李彦宏不作死成不成？
            我真是奇了怪了。这不就是没公德心吗？,aoxuehuajian,0,,没别的事，我看看谁丧心病狂卖贴吧
            从乖离ma那边过来的也从种要遭受到同样的情况不过最后也多回来了,雷杰依,0,,恭喜呀！
            但请不要放松警惕 度婊不要脸是没有下限的,moha被崩了,1,,恭喜贵吧光复
            ,山东老八路,15,,已经加亲们为好友了噢
            我是不明真相的路人，但是我的确很愤怒，百度怎么可以做出这样的事,Fker_EX复仇者,13,,看新闻看到了，越友病吧被百度买了？
            ,咯不咯不,0,,咋回事儿，被卖了
            ,山东老八路,4,,百度新闻搜索+亳州新闻网+济南血液病医院共同跳起作死的节奏舞
            来围观！坐等删帖,飞机FJ哈哈,0,,听说有钱能使鬼推磨
            百度你太可耻了,挖土豆哇,0,,原来百度为利益可以出卖吧友
            打死打死彻底打死,战机骑士,0,,医疗骗子无所不用其极
            啦啦啦啦啦,mclock,0,,万万没想到
            ,hieli,0,,"强势围观百度卖吧主特权,卖了多少钱?"
            ,hieli,0,,百度丑不要脸
            说是吧主被莫名替换…,小麦诅咒你丶,10,,贵吧都上新闻了…
            ,秋好凉,0,,情分一日游
            ,独赏月缺,0,,哈工大观光团到此一游
            百度迟早要为自己的行为付出代价，希望其他被卖的疾病吧吧务早日取得胜利！错误的事情不是靠欺骗和压迫可以改变的！,玻璃上的纸飞机,2,,恭喜吧务们的胜利！祝血友病吧友生活幸福。
            百度的底线已经低到这种程度了？这种吧都要卖？在新闻上看到说这个吧的精品贴还有一些有用的帖子都被新吧主删除了，进来一看果然是，我就想问新吧主你还有没有良心，连病人的钱也要骗？这个吧要开始沦为骗子的地盘？快播只不过放了个黄片就被抓，百度这样做也不管管，中国也就这样了，对百度，对中国失望了。不知道明天会被新吧主删帖不,浅惜忆梦2,3,,听说这个吧被百度卖了，还回来了没有
            ,I吖廖I,2,,听说贵吧取得胜利，特来祝贺。
            恭喜正义取得了胜利，成功也多半因为百度为想到这个事会被推上舆论的风口浪尖，心里真的替老吧主团队高兴，虽然未曾谋面，但你们在我心里已然成了天使。,国土平价运动服,4,,特来发帖道喜
            ,parules,4,,听说你们取得了最终的胜利，特意来恭喜你们
            虽然在此之前我对血友病并不太了解，但我知道这是一种很恐怖的病，一种会让人很痛苦的病，一种可以让人生不如死的病！我们不愿意看到更多的人因为患上了这种病而痛苦，更不愿看见得了血友病的人继续被骗那些可怜的救命钱。我不知道这贴吧到底卖给了谁，但我知道原来的吧务管理的很好，他们未来也会管理的很好！不要再让那些患者痛苦，还他们一个有希望的明天，哪怕只是安慰也好。可我不明白李总或是百度的其他人为什么要卖掉血友病吧，你们愿意看见那么多的患者被压在卖吧换来的沾满鲜血的钱币下面么？一桩内定的交易，一个痛苦的患者，一次“伟大”的欺骗。你们拿了多少钱卖了这个吧，我们就用多少钱把它买回来，虽然我们和病友从未相识，但我们有良心，有仁德！我们不愿再看他们痛苦，不愿再看他们的父母用一生的积蓄去填一个被骗子挖通的无底洞，不愿让他们承受这非人的折磨。昨天卖了舰娘吧，今天卖了血友病吧，或许明天遭殃的就是帝吧！！我们，千千万万有良知的人，将在这里觉醒。我们，要与这种只知道利益的行为斗争！！,七海的风双鱼,12,,虽然在此之前我对血友病并不太了
            大家都是用心去战胜病魔，祝福你们早日康复！,程老师电声乐队,1,,大家都是用心去战胜病魔，祝福你
            一楼敬天,AngleOnline1,72,,angleonline1签到帖
            获得性血友病(acquired hemophilia，AH)是指由于体内产生抑制因子Ⅷ(FⅧ)的特异性自身抗体而引起的出血病。这段话的意思是不是只有八因子被抑制。我儿子查出是九因子33，11因子16。,鑫鑫海662,19,,咨询获得性血友病
            QQ群里大家一起开开玩笑，聊聊天，排解下寂寞还是挺不错的。,小蓟大蓟,24,,QQ群聊天之建议
            我怎么觉得现在的血友病患者越来越多？大家应该也发觉了吧！不是说来贴吧的人，,刀2变马2,6,,感觉到没
            今天看到拜客奇援助项目，有知道的吗，或者有人得到过援助吗，我在15年邮寄过资料，被电话告知没有针对地方项目，只有省会城市才有。16年据说会针对地方。有得到的吗……求详细过程,孤单生活123,10,,关于拜客奇援助项目，有知道的吗
            谢谢吧友们！,瞳紫睛,199,,谢谢吧友们！感谢好心的吧友们在
            前几天小腿肿了 现在好了 也消肿了 可走路为什么不能弯了 坐着可以90度弯 但走路确一直直的 怎么办 是还没完全好吗 还是一直这样了,血已止,5,,各位 急急急
            11年右膝盖做过一次，没有效果，半年前做过一次，还没有效果。过年的时候喝了两天酒肿了起来，歇了两天消肿了，之后便用弹力绷带裹了起来。最近也不肿就是感觉走路疼，坐一会站起来走路就有点疼，应该做些什么措施。感觉有点弯曲不直了,用户名蛋疼,20,,大神们，请教个滑膜炎问题
            希望大神推荐好的医院，中西医结合治疗的,纯丫的,8,,我妹妹被检查出血友病。求助
            ,63328190,5,,乙型国内用药凝血酶原复合物种类
            大家帮忙看一下，我儿子的小腿是不是出血。,13573675420w,26,,求答案，快速。
            ,顺其自然一猎豹,7,,八因子过期还有效？
            我由于六七年起左腿无法伸直后在济南千佛山医院做过拉直手术 后来无法弯曲 一直处于僵直状态 由于时间比较久了 里面滑膜都已损坏 现在唯一想让左腿恢复功能的办法是做关节置换手术 可济南千佛山医院的张明主任不建议我做那个手术 说 一是费用比较高   二是怕做完以后 腿虽然能弯曲 但是会增加出血次数 因为我现在僵直的情况下 左腿是不会出血的 一般出血都在右腿 右腿不出血时功能还算正常 但是我真的很想回复到正常行走的功能 所以我想问一下有没有做过关节置换手术的病友  我想了解一下做完手术之后的恢复状况  有没有什么副作用   哪家医院做效果最好 总费用大约多少   还有就是我是不是应该做这个手术  如果可以能不能留下你们的扣扣  万分感谢！,初晴樱吹雪,43,,求助关于关节置换问题  有经验的看过来！！
            最近膝关节出血频繁！实在无法忍受了！总打因子不是事！想去治疗治疗！有知道相关方法！或者那个医院能缓解出血的！我再河北燕郊！离北京比较近！,长期保湿,66,,有了解关节治疗？或者关节置换的？进来聊聊
            叫声老婆，很容易；但是叫声老太婆，却需要一生的时间,血海飘香丶,170,,让我很震惊！你能坚持看到几张
            我从小到大人缘一直不错，但是从来没真谈过。,蚂蚁菜,32,,写下自己的感情帖，给大家作下参考
            ,青衫落拓g,0,,我发表了一篇图片贴，大伙来看看吧~
            ,拿破龍,18,,妈的！刚想放图就被删了！直接上！希望更多人能看到！
"            第一、简明实用规则,按百度吧举报分类执行：",山东老八路,378,,血友病吧发贴规则(新人必读)
            一个人的节日，一个人过，一个人买菜，一个人包饺子，一个人坐在电脑前吃！,AngleOnline1,44,,一个人的中秋
            　,山东老八路,7,,血友病人出血停止后的功能锻炼
            高血压吧。这也是个广告贴吧,重楼飞雪希望,5,,老司机们。希望大家关注下别的疾病吧
            咱们身体有病，心理不应该再有病。,蚂蚁菜,55,,[公告]这儿是我们的家，希望大家一起来维护她
"            一、我的母系",血友病哥们不怕,1,,为希望而活
            男朋友住院好几天了，血跟因子都在打，可是这边打进去那边出？怎么回事！,刘汇丰ln,15,,打了很多血跟因子就是止不住血怎么回事
"            落花人独立，微雨燕双飞。我曾认真的爱认真的走，但在接近而立之年却仍孑然一身，这是我很不愿回想的心酸故事。在我们爱的激情燃烧的岁月里，故事也是那么的纯真而美丽，但我的爱情又一次次地悲情地结尾。这一切也许只因为我的生命与生俱来地有一个难以弥补的缺失——我有一种与生俱来的疾病，尽管这并不影响我的正常生活，但这毕竟是我生命的一个负面的属性。",血友病哥们不怕,3,,一个人的爱情童话
            这几天好像长痔疮了，拉大便出血有点多，有没有朋友治好的啊，告诉我一下该怎么办，谢谢,六横小歪,31,,有没有血友得过痔疮啊。
            今天洗了个澡，大概9点多上床，在床上玩手机到11点睡觉。睡觉之前一点征兆都没有，结果睡到半夜2点左右，生生被膝盖痛醒。直到现在，痛得根本睡不着啊！,憨猪大哥,31,,半夜2点被痛醒
            ,山东血友联谊会,17,,邀请您参加救助山东济宁20岁血友病花季女孩梁亚平义卖活动！
            现在半个月一次，挂4只复合物，都是手肘问题，该怎么解决啊,腾马化讯飞,11,,关于手肘的问题
            　,山东老八路,3,,血友病人治疗性锻炼的方法
            　,山东老八路,15,,血友病人锻炼踝关节的方法
            血友病人忌用含阿斯匹林的药物，这个药物清单或许能给大家一些帮助,山东老八路,31,,含阿斯匹林的药物清单
            参见世界血友病联盟网站,山东老八路,55,,图解血友病
            ,山东老八路,39,,血友病人出血的处理方法
            ＲＴ,血友之友,28,,【医保政策】经验交流探讨专贴
            和老八路聊了聊贴吧里水帖的问题，最终两个办法可行。一是开个灌水专用帖，所有的水帖都灌进此帖，新开的水帖一律删除。,cnlara,150,,灌水专用帖，所有喜欢灌水的来这里灌
            以前脚能弯的，现在不行了，好倒霉，滑膜炎吧，怎么办，家庭情况一般的农村，没什么条件，只能每晚热敷了，除了这些办法，还有其他的吗,滑稽请赐我力量,7,,最近又出血了一次，
            我的小外甥现在一岁半，前几天在医院确诊为血友病甲中度，我有几个问题，哪位大神能帮我解答一下？,撒的方管上固,16,,我姐姐的小孩得了血友病，应该怎么办呢？
            告知三位大吧主和所有血吧的吧友们，随着百度贴吧的发展，当贴吧群功能出来以后，我们血吧的贴吧图册功能也开通了。,witty1234560,43,,【吧务通知】召集血友病吧三位图片小编
"            内容如题目,发现骗子ID都是用QQ号,要求别人加Q,希望@山东老八路能及时发现!",一夜叹息,22,,最近吧里骗子多!!!
            今年某月具体忘了 左腿膝关节出血留下了少许积液 总是吸收不了 反反复复的疼 难受 有什么好办法治疗啊,幸福成宝贝,3,,膝关节积液怎么整
            近日，在好心人的支持和鼓励下，27岁的徐伟伟在父亲的护送下来到兰州接受脚踝清创手术。目前，由于救命药只剩下4瓶，徐伟伟父子不知如何是好？,面对现实enjoy,14,,血友病患者徐伟伟急需要因子
            ,随风V86,21,,打爆空头，中国加油。
            　,山东老八路,4,,血友病人锻炼肩关节的方法
            祝福所有病友元旦快乐，少一点病痛的折磨,最爱心之恒,3,,元旦快乐
            ,8栶籽彬彬,5,,髋关节坐那起来瞬间特别疼，走几分钟同感才没有。怎么解决。
            我叫蔡家芳，男，28岁，江西省赣州市安远县龙布镇金塘村人，身份证号：360726198706127311 从小伴随我最多的事情就是打针、吃药、母亲的眼泪，还有那永无止境刺骨的疼痛，也不记得到底有多少个夜晚被疼痛折磨得无法入睡。那时医生告诉父母我得了“游走性风湿关节炎”，因为我的所有关节连手指头的关节都曾犯过病。这个病害苦了我，也拖垮了我的父母个整个家。从小我在哪里读书父母便到哪里跟读并打工，好不容易赚点钱又全部送到医院治疗“关节炎”去了，就这样寻医问药二十多年。2014年，深圳市第二人民医院和赣州市人民医院确诊我患的是乙型血友病，属于凝血功能障碍，所谓的“关节炎”也是因关节负重导致自发性出血不止形成的。血友病的禁忌药是阿司匹林，这是一种具有抗凝血功能的药，能治普通关节炎，但它不仅不能治好血友病并且会使出血的病情加重，而我却一直在用这种药，相当于二十多年来我一直在往相反的方向治病。但是为时已晚了！医生诊断说，我的膝关节、踝关节、髋关节、肩关节、肘关节等大关节均已变形致畸，特别是右侧髋关节已经缺血性坏死，导致几乎不能走路，每走一步都如锥在刺骨，让我疼痛得无法忍受。医生说必须尽快做“右侧人工全髋关节置换手术”不然整个右腿就彻底报废了！既然找到了病因，我想通过手术重新站起来，也好为年迈的父母和这个家庭分担一些。可是医生说手术费加上凝血因子等费用需要20多万，如果钱筹得差不多的话手术将在1月20日进行，由于父母年纪大了且身体不好，自己又长期生病没有工作，实在无法承担高昂的医疗费用。希望社会各界的好心人能帮我一把，让我实现重新站起来的愿望，希望看到这个求助信息的各位好心人帮帮我，并且多多转发，感谢大家！我建设银行卡号：6210817200012843494 ,Terry蔡家方,0,,血友病乙髋关节置换手术募捐
            这一年没有啥大的成就，,蚂蚁菜,71,,【新年祝福】2016新的开始
